ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2368420-20170516,2521489,394924,1,FREEHAND HOSTEL MANAGER LLC,FREEHAND CHICAGO / CAFE INTEGRAL / BROKEN SHAKER,17-19 E OHIO ST 1-17,CHICAGO,IL,60611,42,22,42-22,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2368420,RENEW,,03/15/2017,05/08/2017,N,05/16/2017,05/15/2019,05/08/2017,05/10/2017,AAI,,,41.892372493,-87.627329444,"(41.89237249265396, -87.62732944447171)"
2246369-20170716,2533373,379920,1,PACIFIC LANGHAM CHICAGO CORPORATION,"THE LANGHAM, CHICAGO",330 N WABASH AVE 1-12C,CHICAGO,IL,60611,42,9,42-9,18,4404,Regulated Business License,670 | 676 | 745,Health Club | Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services,2246369,RENEW,,05/15/2017,07/17/2017,N,07/16/2017,07/15/2019,07/17/2017,07/18/2017,AAI,,,41.887938744,-87.627035641,"(41.88793874358949, -87.62703564148782)"
2314640-20181116,2625326,387915,1,LOEWS CHICAGO OPERATING COMPANY LLC,THE LOEWS CHICAGO,455 N PARK DR 1-52,CHICAGO,IL,60611,42,54,42-54,18,4404,Regulated Business License,670 | 676 | 745,Health Club | Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services,2314640,RENEW,,09/15/2018,10/19/2018,N,11/16/2018,11/15/2020,10/19/2018,10/25/2018,AAI,,,41.890219142,-87.619458663,"(41.89021914224843, -87.6194586634157)"
2363628-20190216,2640585,394482,1,"HIT PORTFOLIO I TRS, LLC",HOMEWOOD SUITES BY HILTON CHICAGO DOWNTOWN,40 E GRAND AVE 6-19,CHICAGO,IL,60611,42,22,42-22,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2363628,RENEW,,12/15/2018,01/25/2019,N,02/16/2019,07/15/2021,01/25/2019,01/28/2019,AAI,,,41.891796783,-87.626492737,"(41.89179678289696, -87.62649273716487)"
2506380-20190816,2676027,412464,1,Nap Midway Hospitality LLC,Saratoga Motel,7701 S CICERO AVE,CHICAGO,IL,60652,18,43,18-43,8,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2506380,RENEW,,06/15/2019,07/03/2019,N,08/16/2019,08/15/2021,07/03/2019,07/26/2019,AAI,,,41.752822021,-87.741354493,"(41.752822020766516, -87.74135449319354)"
2204368-20170416,2512521,15986,1,LAKE HOTEL MANAGEMENT CO.,BEST WESTERN-HAWTHORNE TERRACE,3434 N BROADWAY AVE 1ST,CHICAGO,IL,60657,44,33,44-33,19,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2204368,RENEW,,02/15/2017,04/27/2017,N,04/16/2017,04/15/2019,04/27/2017,05/01/2017,AAI,,8,41.944175149,-87.645493146,"(41.9441751490448, -87.64549314577413)"
2217903-20190316,2643979,258836,5,WHITE LODGING SERVICES CORPORATION,HYATT PLACE CHICAGO DOWNTOWN RIVER NORTH,66 W ILLINOIS ST 1-17 & LL,CHICAGO,IL,60654,42,22,42-22,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2217903,RENEW,,01/15/2019,02/20/2019,N,03/16/2019,07/15/2021,02/20/2019,02/21/2019,AAI,,,41.890938397,-87.630590335,"(41.89093839690263, -87.63059033456759)"
2551703-20190916,2682994,420836,1,Cicero Hotel LLC,Cicero Hotel /DBA Cicero Hotel,"4501-4559 S CICERO AVE 1ST, 2ND & 3RD FLOOR",CHICAGO,IL,60632,22,12,22-12,8,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2551703,RENEW,,07/15/2019,07/25/2019,N,09/16/2019,09/15/2021,07/25/2019,08/21/2019,AAI,,,41.811185076,-87.743105141,"(41.81118507568973, -87.74310514123519)"
2578923-20180916,2611369,229993,10,"KIMPTON HOTEL &  RESTAURANT GROUP, LLC",HOTEL MONACO,225 N WABASH AVE 1-19,CHICAGO,IL,60601,42,42,42-42,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2578923,RENEW,,07/15/2018,08/13/2018,N,09/16/2018,10/15/2020,08/13/2018,08/14/2018,AAI,,,41.886424333,-87.626168282,"(41.88642433256405, -87.62616828170881)"
2694320-20191105,2694320,418109,95,SONDER USA INC.,SONDER,1419 S WABASH AVE 2-10,CHICAGO,IL,60605,3,34,3-34,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2694320,ISSUE,09/24/2019,10/21/2019,10/21/2019,N,11/05/2019,12/15/2021,10/27/2019,11/05/2019,AAI,,,41.863514113,-87.625593951,"(41.86351411309311, -87.62559395085557)"
2328618-20170716,2532931,359494,6,"4858-70 N. CLARK STREET, LLC",THE GUESTHOUSE HOTEL,4866-4872 N CLARK ST 1ST THRU 4TH,CHICAGO,IL,60640,47,21,47-21,20,4404,Regulated Business License,676 | 767,Hotel - 7 or More Sleeping Rooms  | Retail Sales of General Merchandise and Non-Perishable Food,2328618,RENEW,,05/15/2017,07/06/2017,N,07/16/2017,07/15/2019,07/06/2017,07/07/2017,AAI,,31,41.970842995,-87.667867356,"(41.97084299526282, -87.66786735587178)"
2207515-20190316,2644464,319267,1,"900 HOTEL VENTURE, LLC","900 HOTEL VENTURE, LLC / DBA FOUR SEASONS HOTEL CHICAGO",120 E DELAWARE PL 1,CHICAGO,IL,60611,42,61,42-61,18,4404,Regulated Business License,676 | 745,Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services,2207515,RENEW,,01/15/2019,02/18/2019,N,03/16/2019,07/15/2021,02/18/2019,02/19/2019,AAI,,,41.899304096,-87.625236491,"(41.89930409644498, -87.62523649147974)"
2246994-20190216,2637731,17016,1,"MI SUN, INC",O-MI MOTEL,5611 N LINCOLN AVE  1ST,CHICAGO,IL,60659,40,19,40-19,20,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2246994,RENEW,,12/15/2018,01/06/2019,N,02/16/2019,02/15/2021,01/06/2019,01/07/2019,AAI,,,41.983469226,-87.695448755,"(41.98346922607376, -87.69544875484024)"
2205295-20170316,2508029,64071,1,909 NORTH MICHIGAN AVENUE CORPORATION,THE WESTIN MICHIGAN AVENUE,909 N MICHIGAN AVE,CHICAGO,IL,60611,2,35,2-35,18,4404,Regulated Business License,676 | 816,Hotel - 7 or More Sleeping Rooms  | Storage or Use of Hazardous Materials,2205295,RENEW,,01/15/2017,03/07/2017,N,03/16/2017,03/15/2019,02/10/2017,04/20/2017,AAI,,,41.899539028,-87.623989,"(41.89953902796158, -87.62398900032618)"
2208059-20180916,2613258,338587,1,320 MICHIGAN AVENUE LLC,COMFORT SUITES,320 N MICHIGAN AVE 1ST-26TH,CHICAGO,IL,60601,42,9,42-9,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2208059,RENEW,,07/15/2018,08/14/2018,N,09/16/2018,07/15/2021,08/14/2018,08/14/2018,AAI,,,41.887290706,-87.624695283,"(41.88729070630988, -87.62469528319721)"
2205603-20190516,2654351,86364,2,FIRST FM JOINT VENTURE,HAMPTON INN & SUITES,33 W ILLINOIS ST,CHICAGO,IL,60610,42,55,42-55,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2205603,RENEW,,03/15/2019,06/06/2019,N,05/16/2019,07/15/2021,06/06/2019,06/10/2019,AAI,,,41.890728908,-87.629385656,"(41.89072890812972, -87.6293856561825)"
2217904-20190316,2643983,258836,6,WHITE LODGING SERVICES CORPORATION,FAIRFIELD INN AND SUITES CHICAGO DOWNTOWN RIVER NORTH,60 W ILLINOIS ST 1-17,CHICAGO,IL,60654,42,22,42-22,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2217904,RENEW,,01/15/2019,02/20/2019,N,03/16/2019,07/15/2021,02/20/2019,02/21/2019,AAI,,,41.890940946,-87.630324339,"(41.89094094642818, -87.63032433916605)"
2437402-20180416,2582718,402670,1,IHG MANAGEMENT (MARYLAND) LLC,INTERCONTINENTAL HOTEL CHICAGO,505 N MICHIGAN AVE 1-41,CHICAGO,IL,60611,42,26,42-26,18,4404,Regulated Business License,676 | 745,Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services,2437402,RENEW,,02/15/2018,02/28/2018,N,04/16/2018,04/15/2020,02/28/2018,03/01/2018,AAI,,,41.891120593,-87.623988704,"(41.891120593048875, -87.62398870432278)"
2207410-20170916,2546236,315252,1,"A C MOTEL, LLC.",DIPLOMAT MOTEL,5230 N LINCOLN AVE,CHICAGO,IL,60625,40,14,40-14,20,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207410,RENEW,,07/15/2017,08/09/2017,N,09/16/2017,09/15/2019,08/09/2017,08/10/2017,AAI,,,41.976810199,-87.692562101,"(41.976810199422054, -87.69256210112137)"
2578014-20180319,2578014,394609,2,DHC FOOD & BEVERAGE CORPORATION,HOTEL ZACHARY,3630 N CLARK ST 1-7,CHICAGO,IL,60613,44,32,44-32,19,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2578014,ISSUE,01/16/2018,01/22/2018,01/22/2018,N,03/19/2018,04/15/2019,03/16/2018,03/19/2018,AAI,,17,41.947965602,-87.657298543,"(41.947965602336375, -87.65729854258726)"
2207516-20170316,2509251,319268,1,"WATER TOWER HOTEL, LLC",RITZ- CARLTON WATER TOWER,160 E PEARSON ST 12,CHICAGO,IL,60611,2,37,2-37,18,4404,Regulated Business License,676 | 745,Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services,2207516,RENEW,,01/15/2017,02/22/2017,N,03/16/2017,03/15/2019,02/22/2017,02/23/2017,AAI,,,41.897702581,-87.623461956,"(41.89770258097883, -87.62346195629931)"
2470166-20180216,2573663,376257,3,"OXFORD HOTELS AND RESORTS, LLC",HOTEL VERSEY,644 W DIVERSEY PKWY,CHICAGO,IL,60614,44,45,44-45,19,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2470166,RENEW,,12/15/2017,01/03/2018,N,02/16/2018,02/15/2020,01/03/2018,01/04/2018,AAI,,8,41.932902347,-87.645280153,"(41.932902346649634, -87.64528015293615)"
2506380-20170721,2506380,412464,1,Nap Midway Hospitality LLC,Saratoga Motel,7701 S CICERO AVE,CHICAGO,IL,60652,18,43,18-43,8,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2506380,ISSUE,12/28/2016,12/28/2016,12/28/2016,N,07/21/2017,08/15/2019,07/20/2017,07/21/2017,AAI,,,41.752822021,-87.741354493,"(41.752822020766516, -87.74135449319354)"
2207779-20170216,2503959,326754,1,"SURF HOTEL INVESTMENTS, LLC",THE WILLOWS HOTEL,555 W SURF ST 1 - 4,CHICAGO,IL,60657,44,41,44-41,19,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207779,RENEW,,12/15/2016,01/11/2017,N,02/16/2017,02/15/2019,01/11/2017,01/13/2017,AAI,,8,41.934155073,-87.64356159,"(41.934155073209475, -87.6435615899184)"
2246369-20190716,2668318,379920,1,PACIFIC LANGHAM CHICAGO CORPORATION,"THE LANGHAM, CHICAGO",330 N WABASH AVE 1-12C,CHICAGO,IL,60611,42,9,42-9,18,4404,Regulated Business License,670 | 676 | 745,Health Club | Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services,2246369,RENEW,,05/15/2019,05/28/2019,N,07/16/2019,07/15/2021,05/28/2019,05/29/2019,AAI,,,41.887938744,-87.627035641,"(41.88793874358949, -87.62703564148782)"
2233058-20180216,2573656,376257,1,"OXFORD HOTELS AND RESORTS, LLC",THE GODFREY HOTEL CHICAGO,127 W HURON ST 1-16,CHICAGO,IL,60654,42,46,42-46,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2233058,RENEW,,12/15/2017,01/04/2018,N,02/16/2018,02/15/2020,01/04/2018,01/05/2018,AAI,,,41.894706184,-87.632422292,"(41.894706183704464, -87.63242229170142)"
2506390-20170321,2506390,412432,1,HIGHGATE HOTELS LP,INN OF CHICAGO MAGNIFICENT MILE,162 E OHIO ST 1-22,CHICAGO,IL,60611,42,53,42-53,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2506390,ISSUE,12/28/2016,01/09/2017,01/11/2017,N,03/21/2017,04/15/2019,03/21/2017,03/21/2017,AAI,,,41.892666897,-87.622866011,"(41.89266689703108, -87.62286601089627)"
2207266-20190316,2644391,310784,1,"DIAMONDROCK CHICAGO CONRAD TENANT, LLC",THE GWEN,520 N MICHIGAN AVE 5-17,CHICAGO,IL,60611,42,48,42-48,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207266,RENEW,,01/15/2019,02/25/2019,N,03/16/2019,07/15/2021,02/25/2019,02/27/2019,AAI,,,41.891688517,-87.624307178,"(41.89168851736832, -87.62430717812579)"
2522874-20190816,2676067,415350,1,CEDAR PROPERTY LLC,VICEROY HOTEL,1118 N STATE ST 1-17,CHICAGO,IL,60610,2,60,2-60,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2522874,RENEW,,06/15/2019,08/20/2019,N,08/16/2019,08/15/2021,07/23/2019,08/20/2019,AAI,,,41.902311916,-87.628497381,"(41.902311915686454, -87.62849738136275)"
2210737-20180616,2593406,372778,1,James Friedkin,The Penthouse at Grand Plaza,540 N STATE ST 55 5506,CHICAGO,IL,60654,42,20,42-20,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2210737,RENEW,,04/15/2018,06/18/2018,N,06/16/2018,10/15/2020,06/18/2018,06/19/2018,AAI,,,41.892069494,-87.628224428,"(41.89206949449362, -87.62822442829267)"
2664136-20190509,2664136,458502,1,MICRO HOSPITALITY LLC,HOTEL BNB,1316 S MICHIGAN AVE 1,CHICAGO,IL,60605,3,39,3-39,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2664136,ISSUE,04/25/2019,04/29/2019,04/29/2019,N,05/09/2019,07/15/2021,05/09/2019,05/09/2019,AAI,,,41.865268631,-87.624250463,"(41.86526863075303, -87.62425046286732)"
2207516-20190316,2644471,319268,1,"WATER TOWER HOTEL, LLC",RITZ- CARLTON WATER TOWER,160 E PEARSON ST 12,CHICAGO,IL,60611,2,37,2-37,18,4404,Regulated Business License,676 | 745,Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services,2207516,RENEW,,01/15/2019,01/16/2019,N,03/16/2019,07/15/2021,01/16/2019,02/01/2019,AAI,,,41.897702581,-87.623461956,"(41.89770258097883, -87.62346195629931)"
2207725-20190216,2639157,324946,1,"RIVER PARK MOTEL & SUITES, INC.",RIVER PARK MOTEL & SUTIES,6060 N LINCOLN AVE 1,CHICAGO,IL,60659,50,25,50-25,17,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207725,RENEW,,12/15/2018,01/15/2019,N,02/16/2019,07/15/2021,01/15/2019,01/16/2019,AAI,,,41.99228706,-87.710686154,"(41.99228706018854, -87.71068615413125)"
2207802-20190716,2667579,327780,1,"BEVERLY MOTEL & SUITES, INC.",BEVERLY MOTEL & SUITES,1140 W 95TH ST 1-2,CHICAGO,IL,60643,21,49,21-49,22,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207802,RENEW,,05/15/2019,06/19/2019,N,07/16/2019,07/15/2021,06/19/2019,06/20/2019,AAI,,,41.721455295,-87.652263184,"(41.721455295102714, -87.65226318443467)"
2232868-20170916,2547406,378858,1,"SMART HOTELS/OLYMPIA CHICAGO, LLC",HYATT PLACE CHICAGO SOUTH,5225 S HARPER AVE 1-6,CHICAGO,IL,60615,4,47,4-47,2,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2232868,RENEW,,07/15/2017,09/11/2017,N,09/16/2017,09/15/2019,09/11/2017,09/12/2017,AAI,,61,41.800186333,-87.588918284,"(41.80018633323197, -87.5889182840831)"
2492315-20190716,2669426,410203,1,"TCA - 2020 WEST, LLC",MIDTOWN ATHLETIC CLUB AND HOTEL,2444 N ELSTON AVE,CHICAGO,IL,60647,32,34,32-34,14,4404,Regulated Business License,670 | 676 | 745 | 827,Health Club | Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services | Tanning Facility,2492315,RENEW,,05/15/2019,05/31/2019,N,07/16/2019,07/15/2021,05/31/2019,06/03/2019,AAI,,,41.925845288,-87.678835724,"(41.925845287841526, -87.67883572432687)"
2506149-20171023,2506149,412338,1,HILTON MANAGEMENT LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,CHICAGO,IL,60605,4,18,4-18,1,4404,Regulated Business License,676 | 745,Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services,2506149,ISSUE,12/20/2016,12/29/2016,01/03/2017,N,10/23/2017,10/15/2019,09/26/2017,09/26/2017,AAI,,,41.872798869,-87.62433781,"(41.87279886935482, -87.62433781031022)"
2205418-20190316,2643346,65487,2,"CHICAGO HOTEL HOLDINGS, INC.",MILLENNIUM KNICKERBOCKER HOTEL-NIX,163 E WALTON ST 2ND F,CHICAGO,IL,60611,2,35,2-35,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2205418,RENEW,,01/15/2019,04/25/2019,N,03/16/2019,07/15/2021,03/06/2019,03/07/2019,AAI,,,41.899914674,-87.623059512,"(41.89991467356533, -87.62305951230135)"
2207778-20190216,2639179,326753,1,"BROMPTON HOTEL INVESTMENTS, LLC",MAJESTIC HOTEL,528 W BROMPTON AVE 1 - 4,CHICAGO,IL,60657,46,36,46-36,19,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207778,RENEW,,12/15/2018,01/10/2019,N,02/16/2019,07/15/2021,01/10/2019,01/11/2019,AAI,,,41.947447204,-87.644050335,"(41.94744720448506, -87.64405033502861)"
2452435-20180616,2594173,404643,1,"20 E. DELAWARE INVESTORS, LLC",TALBOTT HOTEL,10-20 E DELAWARE PL BSMT-16,CHICAGO,IL,60611,42,61,42-61,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2452435,RENEW,,04/15/2018,05/01/2018,N,06/16/2018,06/15/2020,05/01/2018,05/02/2018,AAI,,,41.899255056,-87.627834638,"(41.89925505559848, -87.62783463799146)"
2379581-20190916,2682100,396182,1,CP CHICAGO O'HARE LLC,CHICAGO MARRIOTT O'HARE HOTEL,8535 W HIGGINS RD,CHICAGO,IL,60631,41,28,41-28,16,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2379581,RENEW,,07/15/2019,07/19/2019,N,09/16/2019,09/15/2021,07/19/2019,07/22/2019,AAI,,,41.986788586,-87.840124173,"(41.9867885856625, -87.84012417346162)"
2279256-20180916,2614207,384093,1,PITTSFIELD HOTEL INC.,PITTSFIELD HOTEL,55 E WASHINGTON ST 18-21,CHICAGO,IL,60602,34,9,34-9,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2279256,RENEW,,07/15/2018,07/27/2018,N,09/16/2018,09/15/2020,07/27/2018,07/30/2018,AAI,,,41.883111687,-87.625850989,"(41.88311168664746, -87.62585098919836)"
2216933-20181016,2617730,3772,1,EAST OF THE RYAN INC,"EAST OF THE RYAN,INC",914 E 79TH ST 1ST,CHICAGO,IL,60619,8,68,8-68,6,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2216933,RENEW,,08/15/2018,10/15/2018,N,10/16/2018,10/15/2020,10/15/2018,10/16/2018,AAI,,51,41.751431303,-87.602112125,"(41.7514313030561, -87.60211212497248)"
2207802-20170716,2532430,327780,1,"BEVERLY MOTEL & SUITES, INC.",BEVERLY MOTEL & SUITES,1140 W 95TH ST 1-2,CHICAGO,IL,60643,21,49,21-49,22,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207802,RENEW,,05/15/2017,06/01/2017,N,07/16/2017,07/15/2019,06/01/2017,06/01/2017,AAI,,,41.721455295,-87.652263184,"(41.721455295102714, -87.65226318443467)"
2207223-20180216,2572325,309091,1,"SUNSTONE NORTH STATE LESSEE, INC.",EMBASSY SUITES,600 N STATE ST 1-11,CHICAGO,IL,60610,42,22,42-22,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207223,RENEW,,12/15/2017,02/13/2018,N,02/16/2018,02/15/2020,02/13/2018,02/14/2018,AAI,,,41.892501167,-87.628242738,"(41.89250116694964, -87.62824273781878)"
2589420-20180802,2589420,426323,1,MR CLARK 3473 OPERATING LLC,The Chicago Hotel Collection Wrigleyville,3469-3475 N CLARK ST LL-4,CHICAGO,IL,60657,44,38,44-38,19,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2589420,ISSUE,03/29/2018,04/30/2018,04/30/2018,N,08/02/2018,10/15/2020,08/02/2018,08/02/2018,AAI,,17,41.945289686,-87.654803749,"(41.945289685815595, -87.65480374883363)"
2314184-20190116,2635563,386344,1,VIRGIN HOTELS CHICAGO LLC,VIRGIN HOTELS CHICAGO LLC,203 N WABASH AVE,CHICAGO,IL,60601,42,9,42-9,1,4404,Regulated Business License,670 | 676,Health Club | Hotel - 7 or More Sleeping Rooms,2314184,RENEW,,11/15/2018,12/12/2018,N,01/16/2019,07/15/2021,12/12/2018,12/13/2018,AAI,,,41.885828293,-87.626138262,"(41.885828292802344, -87.62613826248786)"
2496217-20170526,2496217,411239,1,"SUMMIT HOTEL TRS 132, LLC",HYATT PLACE CHICAGO DOWNTOWN THE LOOP,28 N FRANKLIN ST,CHICAGO,IL,60606,42,9,42-9,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2496217,ISSUE,10/27/2016,03/02/2017,03/02/2017,N,05/26/2017,06/15/2019,05/26/2017,05/26/2017,AAI,,,41.882649993,-87.63547347,"(41.882649993217434, -87.63547347015259)"
2432536-20180616,2594042,402246,1,"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,CHICAGO,IL,60601,42,42,42-42,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2432536,RENEW,,04/15/2018,04/19/2018,N,06/16/2018,06/15/2020,04/19/2018,04/20/2018,AAC,07/27/2018,,41.88809629,-87.625177279,"(41.888096290381576, -87.62517727895694)"
2209893-20180416,2581810,365798,1,"ADMIRAL MOTEL & SUITES, INC.",ADMIRAL MOTEL,9110 - 9126 S COTTAGE GROVE AVE 1 1,CHICAGO,IL,60619,8,25,8-25,6,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2209893,RENEW,,02/15/2018,03/03/2018,N,04/16/2018,04/15/2020,03/03/2018,03/06/2018,AAI,,51,41.728992256,-87.60478406,"(41.728992256001696, -87.60478405997884)"
2390847-20170516,2521421,393024,1,INTEGRATED MOTOR CLUB LLC,HAMPTON INN CHICAGO DOWNTOWN,68 E WACKER PL,CHICAGO,IL,60601,42,9,42-9,1,4404,Regulated Business License,670 | 676,Health Club | Hotel - 7 or More Sleeping Rooms,2390847,RENEW,,03/15/2017,05/05/2017,N,05/16/2017,05/15/2019,05/05/2017,05/10/2017,AAI,,,41.886923068,-87.625277939,"(41.88692306764254, -87.62527793861675)"
2689935-20191024,2689935,458760,7,ONNI ATRIUM DEVELOPMENT NO.1 LIMITED PARTNERSHIP,LEVEL-OLD TOWN,1140 N WELLS ST 9-13,CHICAGO,IL,60610,27,28,27-28,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2689935,ISSUE,09/06/2019,10/03/2019,10/03/2019,N,10/24/2019,11/15/2021,10/24/2019,10/24/2019,AAI,,,41.903311131,-87.634605802,"(41.903311130583, -87.63460580229923)"
2205271-20181016,2618417,62781,1,NATWAR PATEL,SUPER 8,7300 N SHERIDAN RD 1ST,CHICAGO,IL,60626,49,20,49-20,24,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2205271,RENEW,,08/15/2018,08/23/2018,N,10/16/2018,10/15/2020,08/23/2018,08/24/2018,AAI,,,42.013957777,-87.664243236,"(42.01395777668061, -87.66424323639788)"
2595537-20181024,2595537,427308,1,"21C MANAGEMENT, LLC",JAMES HOTEL CHICAGO,55 E ONTARIO ST 1-17,CHICAGO,IL,60611,42,22,42-22,18,4404,Regulated Business License,676 | 745,Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services,2595537,ISSUE,05/02/2018,06/22/2018,06/26/2018,N,10/24/2018,07/15/2021,10/16/2018,10/16/2018,AAI,,,41.893196716,-87.625913848,"(41.893196716498565, -87.62591384804212)"
2205856-20180116,2567468,218842,1,"BPG HOSPITALITY, INC.",RAINBOW MOTEL,7050 W ARCHER AVE,CHICAGO,IL,60638,23,52,23-52,8,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2205856,RENEW,,11/15/2017,05/23/2018,N,01/16/2018,01/15/2020,05/23/2018,05/24/2018,AAI,,,41.792111158,-87.798584483,"(41.79211115838849, -87.79858448298387)"
2204229-20190216,2637512,4075,1,BAR INVESTORS INC,NORTH PARK INN,6250 N LINCOLN AVE 1ST,CHICAGO,IL,60659,50,25,50-25,17,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2204229,RENEW,,12/15/2018,02/25/2019,N,02/16/2019,02/15/2021,02/25/2019,02/26/2019,AAI,,,41.995417144,-87.715786527,"(41.995417144318694, -87.71578652698929)"
2205267-20180916,2610884,62544,21,HYATT CORPORATION,PARK HYATT CHICAGO,800 N MICHIGAN AVE,CHICAGO,IL,60611,42,48,42-48,18,4404,Regulated Business License,676 | 745 | 816,Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services | Storage or Use of Hazardous Materials,2205267,RENEW,,07/15/2018,07/27/2018,N,09/16/2018,09/15/2020,07/27/2018,07/30/2018,AAI,,,41.896790572,-87.624380655,"(41.896790572038725, -87.62438065544357)"
2457767-20190216,2640780,400083,1,ALBION HOTEL LLC,HAMPTON INN CHICAGO/ LOYOLA STATION,1209 W ALBION AVE,CHICAGO,IL,60626,49,32,49-32,24,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2457767,RENEW,,12/15/2018,01/02/2019,N,02/16/2019,07/15/2021,01/02/2019,01/03/2019,AAI,,54,42.002437643,-87.661191152,"(42.002437642824745, -87.66119115199011)"
2665130-20190531,2665130,458870,1,"OCEAN BREEZE, LLC",BEST MOTEL,6535 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60637,20,10,20-10,3,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2665130,ISSUE,05/08/2019,05/23/2019,05/23/2019,N,05/31/2019,07/15/2021,05/30/2019,05/31/2019,AAI,,,41.775555482,-87.6153632,"(41.7755554821443, -87.61536320026384)"
2205899-20190316,2643757,222101,2,"OHIO EAST HOTEL, LLC",ACME HOTEL COMPANY/THE BERKSHIRE,15 E OHIO ST 1 & 2,CHICAGO,IL,60611,42,22,42-22,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2205899,RENEW,,01/15/2019,03/09/2019,N,03/16/2019,07/15/2021,03/09/2019,03/11/2019,AAI,,,41.892370924,-87.627415892,"(41.89237092419156, -87.62741589201816)"
